SITECODE,LCODE,SDATE,SECTION,FIELDNAME,VALUE
T06,1,18-Sep-09,11,XX,0
T06,1,18-Sep-09,12,122,1
T06,1,18-Sep-09,12,98,1
T06,1,24-Sep-09,1,100,1
T06,1,24-Sep-09,2,XX,0
T06,1,24-Sep-09,3,98,1
T06,1,24-Sep-09,4,XX,0
T06,1,24-Sep-09,5,104,1
T06,1,24-Sep-09,5,98,1
T06,1,24-Sep-09,6,XX,0
T06,1,24-Sep-09,7,XX,0
T06,1,24-Sep-09,8,XX,0
T06,1,24-Sep-09,9,XX,0
T06,1,24-Sep-09,10,122,1
T06,1,24-Sep-09,11,104,1
T06,1,24-Sep-09,12,104,1
T06,1,24-Sep-09,12,122,1
T06,1,06-Apr-10,1,XX,0
T06,1,06-Apr-10,2,XX,0
T06,1,06-Apr-10,3,XX,0
T06,1,06-Apr-10,4,XX,0
T06,1,06-Apr-10,5,XX,0
T06,1,06-Apr-10,6,XX,0
T06,1,06-Apr-10,7,XX,0
T06,1,06-Apr-10,8,XX,0
T06,1,06-Apr-10,9,XX,0
T06,1,06-Apr-10,10,XX,0
T06,1,06-Apr-10,11,XX,0
T06,1,06-Apr-10,12,XX,0
T06,1,20-Apr-10,1,XX,0
T06,1,20-Apr-10,2,XX,0
T06,1,20-Apr-10,3,XX,0
T06,1,20-Apr-10,4,XX,0
T06,1,20-Apr-10,5,123,1
T06,1,20-Apr-10,5,2,1
T06,1,20-Apr-10,5,84,3
T06,1,20-Apr-10,6,XX,0
T06,1,20-Apr-10,7,XX,0
T06,1,20-Apr-10,8,XX,0
T06,1,20-Apr-10,9,2,1
T06,1,20-Apr-10,10,84,1
T06,1,20-Apr-10,11,XX,0
T06,1,20-Apr-10,12,XX,0
T06,1,29-Apr-10,1,XX,0
T06,1,29-Apr-10,2,XX,0
T06,1,29-Apr-10,3,XX,0
T06,1,29-Apr-10,4,XX,0
T06,1,29-Apr-10,5,XX,0
T06,1,29-Apr-10,6,XX,0
T06,1,29-Apr-10,7,2,1
T06,1,29-Apr-10,7,93,1
T06,1,29-Apr-10,8,XX,0
T06,1,29-Apr-10,9,XX,0
T06,1,29-Apr-10,10,XX,0
T06,1,29-Apr-10,11,XX,0
T06,1,29-Apr-10,12,XX,0
T06,1,10-May-10,1,XX,0
T06,1,10-May-10,2,XX,0
T06,1,10-May-10,3,XX,0
T06,1,10-May-10,4,XX,0
T06,1,10-May-10,5,XX,0
T06,1,10-May-10,6,XX,0
T06,1,10-May-10,7,99,1
T06,1,10-May-10,8,XX,0
T06,1,10-May-10,9,4,1
T06,1,10-May-10,10,XX,0
T06,1,10-May-10,11,XX,0
T06,1,10-May-10,12,XX,0
T06,1,17-May-10,1,XX,0
T06,1,17-May-10,2,4,1
T06,1,17-May-10,3,100,1
T06,1,17-May-10,4,XX,0
T06,1,17-May-10,5,XX,0
T06,1,17-May-10,6,XX,0
T06,1,17-May-10,7,XX,0
T06,1,17-May-10,8,XX,0
T06,1,17-May-10,9,XX,0
T06,1,17-May-10,10,XX,0
T06,1,17-May-10,11,XX,0
T06,1,17-May-10,12,XX,0
T06,1,28-May-10,1,XX,0
T06,1,28-May-10,2,100,7
T06,1,28-May-10,2,98,2
T06,1,28-May-10,3,XX,0
T06,1,28-May-10,4,XX,0
T06,1,28-May-10,5,XX,0
T06,1,28-May-10,6,XX,0
T06,1,28-May-10,7,XX,0
T06,1,28-May-10,8,XX,0
T06,1,28-May-10,9,XX,0
T06,1,28-May-10,10,XX,0
T06,1,28-May-10,11,XX,0
T06,1,28-May-10,12,XX,0
T06,1,04-Jun-10,1,106,1
T06,1,04-Jun-10,1,27,1
T06,1,04-Jun-10,2,XX,0
T06,1,04-Jun-10,3,XX,0
T06,1,04-Jun-10,4,106,1
T06,1,04-Jun-10,5,XX,0
T06,1,04-Jun-10,6,XX,0
T06,1,04-Jun-10,7,XX,0
T06,1,04-Jun-10,8,84,1
T06,1,04-Jun-10,9,XX,0
T06,1,04-Jun-10,10,200,1
T06,1,04-Jun-10,11,XX,0
T06,1,04-Jun-10,12,84,1
T06,1,09-Jun-10,1,XX,0
T06,1,09-Jun-10,2,93,1
T06,1,09-Jun-10,3,XX,0
T06,1,09-Jun-10,4,100,1
T06,1,09-Jun-10,5,XX,0
T06,1,09-Jun-10,6,XX,0
T06,1,09-Jun-10,7,84,1
T06,1,09-Jun-10,8,XX,0
T06,1,09-Jun-10,9,4,1
T06,1,09-Jun-10,10,XX,0
T06,1,09-Jun-10,11,XX,0
T06,1,09-Jun-10,12,XX,0
T06,1,14-Jun-10,1,XX,0
T06,1,14-Jun-10,2,XX,0
T06,1,14-Jun-10,3,100,1
T06,1,14-Jun-10,4,XX,0
T06,1,14-Jun-10,5,XX,0
T06,1,14-Jun-10,6,XX,0
T06,1,14-Jun-10,7,XX,0
T06,1,14-Jun-10,8,XX,0
T06,1,14-Jun-10,9,XX,0
T06,1,14-Jun-10,10,XX,0
T06,1,14-Jun-10,11,XX,0
T06,1,14-Jun-10,12,XX,0
T06,1,21-Jun-10,1,XX,0
T06,1,21-Jun-10,2,100,2
T06,1,21-Jun-10,2,93,3
T06,1,21-Jun-10,3,XX,0
T06,1,21-Jun-10,4,XX,0
T06,1,21-Jun-10,5,XX,0
T06,1,21-Jun-10,6,XX,0
T06,1,21-Jun-10,7,XX,0
T06,1,21-Jun-10,8,XX,0
T06,1,21-Jun-10,9,XX,0
T06,1,21-Jun-10,10,XX,0
T06,1,21-Jun-10,11,XX,0
T06,1,21-Jun-10,12,XX,0
T06,1,23-Jun-10,1,100,3
T06,1,23-Jun-10,1,106,1
T06,1,23-Jun-10,1,75,2
T06,1,23-Jun-10,2,27,1
T06,1,23-Jun-10,2,75,1
T06,1,23-Jun-10,3,XX,0
T06,1,23-Jun-10,4,75,2
T06,1,23-Jun-10,5,XX,0
T06,1,23-Jun-10,6,XX,0
T06,1,23-Jun-10,7,93,1
T06,1,23-Jun-10,8,XX,0
T06,1,23-Jun-10,9,75,1
T06,1,23-Jun-10,10,75,1
T06,1,23-Jun-10,11,XX,0
T06,1,23-Jun-10,12,100,1
T06,1,09-Jul-10,1,100,1
T06,1,09-Jul-10,1,75,1
T06,1,09-Jul-10,1,8,1
T06,1,09-Jul-10,2,100,2
T06,1,09-Jul-10,2,75,1
T06,1,09-Jul-10,2,8,2
T06,1,09-Jul-10,3,100,4
T06,1,09-Jul-10,3,2,1
T06,1,09-Jul-10,3,75,1
T06,1,09-Jul-10,3,78,2
T06,1,09-Jul-10,3,8,4
T06,1,09-Jul-10,4,100,5
T06,1,09-Jul-10,4,200,1
T06,1,09-Jul-10,4,75,7
T06,1,09-Jul-10,4,78,1
T06,1,09-Jul-10,4,8,3
T06,1,09-Jul-10,5,75,1
T06,1,09-Jul-10,6,100,3
T06,1,09-Jul-10,6,75,2
T06,1,09-Jul-10,6,78,1
T06,1,09-Jul-10,6,98,1
T06,1,09-Jul-10,7,100,1
T06,1,09-Jul-10,7,75,2
T06,1,09-Jul-10,7,78,1
T06,1,09-Jul-10,8,100,2
T06,1,09-Jul-10,8,2,2
T06,1,09-Jul-10,8,75,9
T06,1,09-Jul-10,8,78,2
T06,1,09-Jul-10,9,200,1
T06,1,09-Jul-10,9,75,20
T06,1,09-Jul-10,9,78,9
T06,1,09-Jul-10,10,200,1
T06,1,09-Jul-10,10,75,12
T06,1,09-Jul-10,10,76,4
T06,1,09-Jul-10,10,78,1
T06,1,09-Jul-10,10,98,1
T06,1,09-Jul-10,11,XX,0
T06,1,09-Jul-10,12,200,4
T06,1,09-Jul-10,12,75,1
T06,1,09-Jul-10,12,76,1
T06,1,17-Jul-10,1,XX,0
T06,1,17-Jul-10,2,100,1
T06,1,17-Jul-10,2,75,2
T06,1,17-Jul-10,2,98,1
T06,1,17-Jul-10,3,75,1
T06,1,17-Jul-10,4,XX,0
T06,1,17-Jul-10,5,XX,0
T06,1,17-Jul-10,6,XX,0
T06,1,17-Jul-10,7,XX,0
T06,1,17-Jul-10,8,100,3
T06,1,17-Jul-10,8,75,2
T06,1,17-Jul-10,8,76,2
T06,1,17-Jul-10,8,78,2
T06,1,17-Jul-10,9,75,11
T06,1,17-Jul-10,10,75,4
T06,1,17-Jul-10,10,76,3
T06,1,17-Jul-10,10,98,1
T06,1,17-Jul-10,11,76,1
T06,1,17-Jul-10,12,200,1
T06,1,29-Jul-10,1,27,2
T06,1,29-Jul-10,2,100,2
T06,1,29-Jul-10,2,93,1
T06,1,29-Jul-10,3,XX,0
T06,1,29-Jul-10,4,100,1
T06,1,29-Jul-10,4,106,1
T06,1,29-Jul-10,4,75,3
T06,1,29-Jul-10,5,XX,0
T06,1,29-Jul-10,6,XX,0
T06,1,29-Jul-10,7,100,3
T06,1,29-Jul-10,7,76,2
T06,1,29-Jul-10,7,93,1
T06,1,29-Jul-10,7,98,1
T06,1,29-Jul-10,8,76,1
T06,1,29-Jul-10,9,XX,0
T06,1,29-Jul-10,10,100,3
T06,1,29-Jul-10,10,122,1
T06,1,29-Jul-10,10,75,1
T06,1,29-Jul-10,10,76,2
T06,1,29-Jul-10,11,XX,0
T06,1,29-Jul-10,12,XX,0
T06,1,03-Aug-10,1,100,4
T06,1,03-Aug-10,1,27,3
T06,1,03-Aug-10,1,75,1
T06,1,03-Aug-10,1,93,3
T06,1,03-Aug-10,2,27,1
T06,1,03-Aug-10,2,76,3
T06,1,03-Aug-10,3,100,6
T06,1,03-Aug-10,3,106,1
T06,1,03-Aug-10,3,75,3
T06,1,03-Aug-10,3,76,3
T06,1,03-Aug-10,3,98,3
T06,1,03-Aug-10,4,100,3
T06,1,03-Aug-10,4,27,1
T06,1,03-Aug-10,4,76,2
T06,1,03-Aug-10,5,100,1
T06,1,03-Aug-10,6,100,2
T06,1,03-Aug-10,7,93,1
T06,1,03-Aug-10,7,98,1
T06,1,03-Aug-10,8,76,1
T06,1,03-Aug-10,8,98,1
T06,1,03-Aug-10,9,100,1
T06,1,03-Aug-10,9,75,4
T06,1,03-Aug-10,9,76,4
T06,1,03-Aug-10,9,98,1
T06,1,03-Aug-10,10,100,2
T06,1,03-Aug-10,10,27,3
T06,1,03-Aug-10,10,68,1
T06,1,03-Aug-10,10,75,6
T06,1,03-Aug-10,10,76,8
T06,1,03-Aug-10,10,93,1
T06,1,03-Aug-10,10,98,2
T06,1,03-Aug-10,11,100,1
T06,1,03-Aug-10,12,122,1
T06,1,09-Aug-10,1,106,1
T06,1,09-Aug-10,2,100,3
T06,1,09-Aug-10,2,75,2
T06,1,09-Aug-10,2,76,1
T06,1,09-Aug-10,2,98,2
T06,1,09-Aug-10,3,98,1
T06,1,09-Aug-10,3,99,1
T06,1,09-Aug-10,4,100,2
T06,1,09-Aug-10,4,76,1
T06,1,09-Aug-10,5,XX,0
T06,1,09-Aug-10,6,100,1
T06,1,09-Aug-10,7,100,1
T06,1,09-Aug-10,7,106,1
T06,1,09-Aug-10,8,100,1
T06,1,09-Aug-10,9,XX,0
T06,1,09-Aug-10,10,100,1
T06,1,09-Aug-10,11,XX,0
T06,1,09-Aug-10,12,100,1
T06,1,19-Aug-10,1,XX,0
T06,1,19-Aug-10,2,100,4
T06,1,19-Aug-10,3,100,3
T06,1,19-Aug-10,4,100,1
T06,1,19-Aug-10,4,76,1
T06,1,19-Aug-10,5,XX,0
T06,1,19-Aug-10,6,XX,0
T06,1,19-Aug-10,7,XX,0
T06,1,19-Aug-10,8,XX,0
T06,1,19-Aug-10,9,XX,0
T06,1,19-Aug-10,10,XX,0
T06,1,19-Aug-10,11,XX,0
T06,1,19-Aug-10,12,100,1
T06,1,31-Aug-10,1,XX,0
T06,1,31-Aug-10,2,100,1
T06,1,31-Aug-10,2,93,2
T06,1,31-Aug-10,3,XX,0
T06,1,31-Aug-10,4,XX,0
T06,1,31-Aug-10,5,100,1
T06,1,31-Aug-10,6,XX,0
T06,1,31-Aug-10,7,XX,0
T06,1,31-Aug-10,8,XX,0
T06,1,31-Aug-10,9,XX,0
T06,1,31-Aug-10,10,100,2
T06,1,31-Aug-10,11,XX,0
T06,1,31-Aug-10,12,XX,0
T06,1,06-Sep-10,1,XX,0
T06,1,06-Sep-10,2,XX,0
T06,1,06-Sep-10,3,XX,0
T06,1,06-Sep-10,4,XX,0
T06,1,06-Sep-10,5,XX,0
T06,1,06-Sep-10,6,XX,0
T06,1,06-Sep-10,7,XX,0
T06,1,06-Sep-10,8,XX,0
T06,1,06-Sep-10,9,XX,0
T06,1,06-Sep-10,10,XX,0
T06,1,06-Sep-10,11,XX,0
T06,1,06-Sep-10,12,100,2
T06,1,06-Sep-10,12,93,1
T06,1,20-Sep-10,1,XX,0
T06,1,20-Sep-10,2,XX,0
T06,1,20-Sep-10,3,XX,0
T06,1,20-Sep-10,4,XX,0
T06,1,20-Sep-10,5,XX,0
T06,1,20-Sep-10,6,XX,0
T06,1,20-Sep-10,7,XX,0
T06,1,20-Sep-10,8,XX,0
T06,1,20-Sep-10,9,XX,0
T06,1,20-Sep-10,10,XX,0
T06,1,20-Sep-10,11,XX,0
T06,1,20-Sep-10,12,100,1
T06,1,29-Sep-10,1,XX,0
T06,1,29-Sep-10,2,XX,0
T06,1,29-Sep-10,3,XX,0
T06,1,29-Sep-10,4,XX,0
T06,1,29-Sep-10,5,XX,0
T06,1,29-Sep-10,6,XX,0
T06,1,29-Sep-10,7,68,1
T06,1,29-Sep-10,8,XX,0
T06,1,29-Sep-10,9,XX,0
T06,1,29-Sep-10,10,XX,0
T06,1,29-Sep-10,11,XX,0
T06,1,29-Sep-10,12,93,1
T07,1,25-May-93,1,XX,0
T07,1,25-May-93,2,XX,0
T07,1,25-May-93,3,XX,0
T07,1,25-May-93,4,XX,0
T07,1,25-May-93,5,XX,0
T07,1,25-May-93,6,XX,0
T07,1,08-Jun-93,1,99,2
T07,1,08-Jun-93,2,99,2
T07,1,08-Jun-93,3,99,1
T07,1,08-Jun-93,4,XX,0
T07,1,08-Jun-93,5,XX,0
T07,1,08-Jun-93,6,XX,0
T07,1,22-Jun-93,1,XX,0
T07,1,22-Jun-93,2,XX,0
T07,1,22-Jun-93,3,XX,0
T07,1,22-Jun-93,4,XX,0
T07,1,22-Jun-93,5,XX,0
T07,1,22-Jun-93,6,XX,0
T07,1,28-Jun-93,1,99,1
T07,1,28-Jun-93,2,99,1
T07,1,28-Jun-93,3,29,4
T07,1,28-Jun-93,3,99,4
T07,1,28-Jun-93,4,29,2
T07,1,28-Jun-93,4,99,1
T07,1,28-Jun-93,5,99,2
T07,1,28-Jun-93,6,99,1
T07,1,06-Jul-93,1,122,1
T07,1,06-Jul-93,2,XX,0
T07,1,06-Jul-93,3,29,1
T07,1,06-Jul-93,3,99,1
T07,1,06-Jul-93,4,99,1
T07,1,06-Jul-93,5,29,1
T07,1,06-Jul-93,6,XX,0
T07,1,13-Jul-93,1,122,1
T07,1,13-Jul-93,2,XX,0
T07,1,13-Jul-93,3,29,2
T07,1,13-Jul-93,4,29,1
T07,1,13-Jul-93,5,XX,0
T07,1,13-Jul-93,6,100,1
T07,1,13-Jul-93,6,8,3
T07,1,21-Jul-93,1,XX,0
T07,1,21-Jul-93,2,XX,0
T07,1,21-Jul-93,3,99,1
T07,1,21-Jul-93,4,29,1
T07,1,21-Jul-93,5,XX,0
T07,1,21-Jul-93,6,8,2
T07,1,28-Jul-93,1,XX,0
T07,1,28-Jul-93,2,XX,0
T07,1,28-Jul-93,3,29,1
T07,1,28-Jul-93,4,XX,0
T07,1,28-Jul-93,5,XX,0
T07,1,28-Jul-93,6,8,2
T07,1,10-Aug-93,1,75,1
T07,1,10-Aug-93,2,XX,0
T07,1,10-Aug-93,3,XX,0
T07,1,10-Aug-93,4,XX,0
T07,1,10-Aug-93,5,75,1
T07,1,10-Aug-93,6,75,1
T07,1,17-Aug-93,1,75,6
T07,1,17-Aug-93,2,75,2
T07,1,17-Aug-93,3,XX,0
T07,1,17-Aug-93,4,75,1
T07,1,17-Aug-93,5,100,1
T07,1,17-Aug-93,6,100,1
T07,1,17-Aug-93,6,2,3
T07,1,31-Aug-93,1,2,1
T07,1,31-Aug-93,2,2,1
T07,1,31-Aug-93,2,99,1
T07,1,31-Aug-93,3,XX,0
T07,1,31-Aug-93,4,99,1
T07,1,31-Aug-93,5,98,1
T07,1,31-Aug-93,5,99,1
T07,1,31-Aug-93,6,XX,0
T07,1,17-Sep-93,1,122,1
T07,1,17-Sep-93,2,XX,0
T07,1,17-Sep-93,3,XX,0
T07,1,17-Sep-93,4,122,1
T07,1,17-Sep-93,5,XX,0
T07,1,17-Sep-93,6,122,1
T07,1,09-May-94,1,XX,0
T07,1,09-May-94,2,XX,0
T07,1,09-May-94,3,XX,0
T07,1,09-May-94,4,XX,0
T07,1,09-May-94,5,XX,0
T07,1,09-May-94,6,XX,0
T07,1,23-May-94,1,XX,0
T07,1,23-May-94,2,XX,0
T07,1,23-May-94,3,XX,0
T07,1,23-May-94,4,XX,0
T07,1,23-May-94,5,XX,0
T07,1,23-May-94,6,XX,0
T07,1,14-Jun-94,1,99,1
T07,1,14-Jun-94,2,XX,0
T07,1,14-Jun-94,3,XX,0
T07,1,14-Jun-94,4,XX,0
T07,1,14-Jun-94,5,XX,0
T07,1,14-Jun-94,6,99,2
T07,1,30-Jun-94,1,99,2
T07,1,30-Jun-94,2,XX,0
T07,1,30-Jun-94,3,XX,0
T07,1,30-Jun-94,4,XX,0
T07,1,30-Jun-94,5,XX,0
T07,1,30-Jun-94,6,XX,0
T07,1,18-Jul-94,1,XX,0
T07,1,18-Jul-94,2,XX,0
T07,1,18-Jul-94,3,XX,0
T07,1,18-Jul-94,4,XX,0
T07,1,18-Jul-94,5,29,1
T07,1,18-Jul-94,6,8,1
T07,1,19-Aug-94,1,XX,0
T07,1,19-Aug-94,2,122,1
T07,1,19-Aug-94,3,XX,0
T07,1,19-Aug-94,4,XX,0
T07,1,19-Aug-94,5,XX,0
T07,1,19-Aug-94,6,100,2
T07,1,19-Aug-94,6,75,1
T07,1,25-Aug-94,1,XX,0
T07,1,25-Aug-94,2,XX,0
T07,1,25-Aug-94,3,XX,0
T07,1,25-Aug-94,4,XX,0
T07,1,25-Aug-94,5,XX,0
T07,1,25-Aug-94,6,99,1
T07,1,02-Sep-94,1,XX,0
T07,1,02-Sep-94,2,XX,0
T07,1,02-Sep-94,3,XX,0
T07,1,02-Sep-94,4,XX,0
T07,1,02-Sep-94,5,XX,0
T07,1,02-Sep-94,6,XX,0
T07,1,09-Sep-94,1,75,1
T07,1,09-Sep-94,2,XX,0
T07,1,09-Sep-94,3,XX,0
T07,1,09-Sep-94,4,XX,0
T07,1,09-Sep-94,5,XX,0
T07,1,09-Sep-94,6,2,1
T07,1,13-Apr-95,1,XX,0
T07,1,13-Apr-95,2,XX,0
T07,1,13-Apr-95,3,XX,0
T07,1,13-Apr-95,4,XX,0
T07,1,13-Apr-95,5,XX,0
T07,1,13-Apr-95,6,XX,0
T07,1,01-May-95,1,XX,0
T07,1,01-May-95,2,XX,0
T07,1,01-May-95,3,XX,0
T07,1,01-May-95,4,XX,0
T07,1,01-May-95,5,XX,0
T07,1,01-May-95,6,XX,0
T07,1,16-May-95,1,XX,0
T07,1,16-May-95,2,XX,0
T07,1,16-May-95,3,XX,0
T07,1,16-May-95,4,XX,0
T07,1,16-May-95,5,XX,0
T07,1,16-May-95,6,XX,0
T07,1,16-Jun-95,1,99,2
T07,1,16-Jun-95,2,99,1
T07,1,16-Jun-95,3,XX,0
T07,1,16-Jun-95,4,99,1
T07,1,16-Jun-95,5,99,1
T07,1,16-Jun-95,6,XX,0
T07,1,22-Jun-95,1,XX,0
T07,1,22-Jun-95,2,2,1
T07,1,22-Jun-95,2,99,1
T07,1,22-Jun-95,3,99,2
T07,1,22-Jun-95,4,29,2
T07,1,22-Jun-95,4,99,3
T07,1,22-Jun-95,5,29,1
T07,1,22-Jun-95,5,99,3
T07,1,22-Jun-95,6,XX,0
T07,1,26-Jun-95,1,XX,0
T07,1,26-Jun-95,2,100,1
T07,1,26-Jun-95,3,XX,0
T07,1,26-Jun-95,4,100,1
T07,1,26-Jun-95,5,29,1
T07,1,26-Jun-95,6,XX,0
T07,1,10-Jul-95,1,XX,0
T07,1,10-Jul-95,2,XX,0
T07,1,10-Jul-95,3,29,1
T07,1,10-Jul-95,4,29,2
T07,1,10-Jul-95,4,99,2
T07,1,10-Jul-95,5,100,1
T07,1,10-Jul-95,5,2,1
T07,1,10-Jul-95,6,XX,0
T07,1,21-Jul-95,1,XX,0
T07,1,21-Jul-95,2,2,1
T07,1,21-Jul-95,3,XX,0
T07,1,21-Jul-95,4,XX,0
T07,1,21-Jul-95,5,XX,0
T07,1,21-Jul-95,6,2,1
T07,1,25-Jul-95,1,XX,0
T07,1,25-Jul-95,2,XX,0
T07,1,25-Jul-95,3,XX,0
T07,1,25-Jul-95,4,XX,0
T07,1,25-Jul-95,5,XX,0
T07,1,25-Jul-95,6,2,1
T07,1,31-Jul-95,1,2,2
T07,1,31-Jul-95,1,29,1
T07,1,31-Jul-95,2,2,1
T07,1,31-Jul-95,3,29,1
T07,1,31-Jul-95,4,XX,0
T07,1,31-Jul-95,5,XX,0
T07,1,31-Jul-95,6,XX,0
T07,1,08-Aug-95,1,2,1
T07,1,08-Aug-95,2,2,2
T07,1,08-Aug-95,3,29,1
T07,1,08-Aug-95,3,99,3
T07,1,08-Aug-95,4,29,1
T07,1,08-Aug-95,4,99,2
T07,1,08-Aug-95,5,75,1
T07,1,08-Aug-95,6,XX,0
T07,1,15-Aug-95,1,2,2
T07,1,15-Aug-95,1,75,1
T07,1,15-Aug-95,2,99,1
T07,1,15-Aug-95,3,99,1
T07,1,15-Aug-95,4,XX,0
T07,1,15-Aug-95,5,2,1
T07,1,15-Aug-95,6,99,3
T07,1,22-Aug-95,1,99,2
T07,1,22-Aug-95,2,100,1
T07,1,22-Aug-95,3,XX,0
T07,1,22-Aug-95,4,99,1
T07,1,22-Aug-95,5,XX,0
T07,1,22-Aug-95,6,99,2
T07,1,12-Sep-95,1,100,3
T07,1,12-Sep-95,1,122,1
T07,1,12-Sep-95,1,99,2
T07,1,12-Sep-95,2,XX,0
T07,1,12-Sep-95,3,XX,0
T07,1,12-Sep-95,4,XX,0
T07,1,12-Sep-95,5,99,1
T07,1,12-Sep-95,6,99,1
T07,1,20-Sep-95,1,99,1
T07,1,20-Sep-95,2,XX,0
T07,1,20-Sep-95,3,99,1
T07,1,20-Sep-95,4,XX,0
T07,1,20-Sep-95,5,XX,0
T07,1,20-Sep-95,6,XX,0
T07,1,13-May-96,1,XX,0
T07,1,13-May-96,2,XX,0
T07,1,13-May-96,3,XX,0
T07,1,13-May-96,4,XX,0
T07,1,13-May-96,5,XX,0
T07,1,13-May-96,6,XX,0
T07,1,06-Jun-96,1,99,2
T07,1,06-Jun-96,2,XX,0
T07,1,06-Jun-96,3,XX,0
T07,1,06-Jun-96,4,XX,0
T07,1,06-Jun-96,5,XX,0
T07,1,06-Jun-96,6,99,2
T07,1,14-Jun-96,1,2,2
T07,1,14-Jun-96,2,100,1
T07,1,14-Jun-96,3,XX,0
T07,1,14-Jun-96,4,XX,0
T07,1,14-Jun-96,5,XX,0
T07,1,14-Jun-96,6,XX,0
T07,1,24-Jun-96,1,100,2
T07,1,24-Jun-96,1,99,3
T07,1,24-Jun-96,2,XX,0
T07,1,24-Jun-96,3,99,2
T07,1,24-Jun-96,4,29,1
T07,1,24-Jun-96,5,99,1
T07,1,24-Jun-96,6,99,1
T07,1,09-Jul-96,1,XX,0
T07,1,09-Jul-96,2,99,1
T07,1,09-Jul-96,3,99,1
T07,1,09-Jul-96,4,29,2
T07,1,09-Jul-96,4,99,3
T07,1,09-Jul-96,5,99,3
T07,1,09-Jul-96,6,99,1
T07,1,16-Jul-96,1,XX,0
T07,1,16-Jul-96,2,99,1
T07,1,16-Jul-96,3,100,3
T07,1,16-Jul-96,3,29,2
T07,1,16-Jul-96,4,100,3
T07,1,16-Jul-96,5,100,2
T07,1,16-Jul-96,6,100,2
T07,1,16-Jul-96,6,29,1
T07,1,25-Jul-96,1,XX,0
T07,1,25-Jul-96,2,XX,0
T07,1,25-Jul-96,3,100,1
T07,1,25-Jul-96,3,99,3
T07,1,25-Jul-96,4,99,1
T07,1,25-Jul-96,5,XX,0
T07,1,25-Jul-96,6,XX,0
T07,1,06-Aug-96,1,XX,0
T07,1,06-Aug-96,2,XX,0
T07,1,06-Aug-96,3,XX,0
T07,1,06-Aug-96,4,XX,0
T07,1,06-Aug-96,5,XX,0
T07,1,06-Aug-96,6,99,1
T07,1,14-Aug-96,1,123,2
T07,1,14-Aug-96,1,2,29
T07,1,14-Aug-96,1,99,1
T07,1,14-Aug-96,2,123,1
T07,1,14-Aug-96,2,2,5
T07,1,14-Aug-96,2,99,2
T07,1,14-Aug-96,3,XX,0
T07,1,14-Aug-96,4,XX,0
T07,1,14-Aug-96,5,123,1
T07,1,14-Aug-96,5,99,1
T07,1,14-Aug-96,6,99,1
T07,1,20-Aug-96,1,123,2
T07,1,20-Aug-96,1,2,11
T07,1,20-Aug-96,1,99,1
T07,1,20-Aug-96,2,123,2
T07,1,20-Aug-96,2,2,7
T07,1,20-Aug-96,3,2,1
T07,1,20-Aug-96,4,2,1
T07,1,20-Aug-96,5,2,1
T07,1,20-Aug-96,6,2,3
T07,1,31-Aug-96,1,123,1
T07,1,31-Aug-96,1,2,5
T07,1,31-Aug-96,1,99,1
T07,1,31-Aug-96,2,2,6
T07,1,31-Aug-96,3,2,2
T07,1,31-Aug-96,4,2,2
T07,1,31-Aug-96,4,99,1
T07,1,31-Aug-96,5,2,1
T07,1,31-Aug-96,5,99,1
T07,1,31-Aug-96,6,2,1
T07,1,31-Aug-96,6,99,2
T07,1,07-Sep-96,1,2,1
T07,1,07-Sep-96,2,XX,0
T07,1,07-Sep-96,3,XX,0
T07,1,07-Sep-96,4,XX,0
T07,1,07-Sep-96,5,XX,0
T07,1,07-Sep-96,6,XX,0
T07,1,13-Sep-96,1,2,1
T07,1,13-Sep-96,2,2,1
T07,1,13-Sep-96,3,2,2
T07,1,13-Sep-96,4,XX,0
T07,1,13-Sep-96,5,XX,0
T07,1,13-Sep-96,6,XX,0
T07,1,25-Sep-96,1,XX,0
T07,1,25-Sep-96,2,XX,0
T07,1,25-Sep-96,3,XX,0
T07,1,25-Sep-96,4,XX,0
T07,1,25-Sep-96,5,XX,0
T07,1,25-Sep-96,6,99,1
T07,1,10-Apr-97,1,XX,0
T07,1,10-Apr-97,2,XX,0
T07,1,10-Apr-97,3,XX,0
T07,1,10-Apr-97,4,XX,0
T07,1,10-Apr-97,5,XX,0
T07,1,10-Apr-97,6,XX,0
T07,1,14-Apr-97,1,XX,0
T07,1,14-Apr-97,2,XX,0
T07,1,14-Apr-97,3,XX,0
T07,1,14-Apr-97,4,XX,0
T07,1,14-Apr-97,5,XX,0
T07,1,14-Apr-97,6,XX,0
T07,1,01-May-97,1,XX,0
T07,1,01-May-97,2,XX,0
T07,1,01-May-97,3,2,1
T07,1,01-May-97,4,XX,0
T07,1,01-May-97,5,XX,0
T07,1,01-May-97,6,XX,0
T07,1,15-May-97,1,XX,0
T07,1,15-May-97,2,XX,0
T07,1,15-May-97,3,2,1
T07,1,15-May-97,4,XX,0
T07,1,15-May-97,5,XX,0
T07,1,15-May-97,6,2,1
T07,1,26-May-97,1,XX,0
T07,1,26-May-97,2,XX,0
T07,1,26-May-97,3,XX,0
T07,1,26-May-97,4,XX,0
T07,1,26-May-97,5,XX,0
T07,1,26-May-97,6,XX,0
T07,1,04-Jun-97,1,XX,0
T07,1,04-Jun-97,2,XX,0
T07,1,04-Jun-97,3,XX,0
T07,1,04-Jun-97,4,29,2
T07,1,04-Jun-97,5,2,1
